tweet,date_time,real_sentiment,real_distilbert_sentiment
"Pizza record alert! 🍕🚨 Chefs in Naples set new world record for longest pizza at 2km! https://t.co/mYa2L67qhG https://t.co/tWKRa15z9q",21/05/2016 00:38,joy,positive
"Boom shakalaka! 🏀 🔥 Follow the @warriors, @okcthunder, @Raptors, and @cavs to the @NBA Finals. #FollowFriday https://t.co/ygxzcYtDOL",20/05/2016 21:05,joy,positive
"Break free! 🐣 Put a face to your name by adding a profile picture. #TwitterTips https://t.co/Z4Q1XtnDnp",18/05/2016 18:40,joy,positive
"Ever shown up to work wearing the same thing as your coworker? We want to see your #Twinning photos. https://t.co/DGcp1KsInB",18/05/2016 15:35,joy,positive
".@DaveinOsaka moved to Osaka and is exploring his city, one broadcast at a time #TravelTuesday https://t.co/eCZODfT2as",17/05/2016 19:49,joy,positive
"We're here for you @Vine. You got this! #MondayMotivation https://t.co/rlO8aWpuPb",16/05/2016 15:29,joy,positive
"Hey, @HomerJSimpson! Who's your favorite person to follow on Twitter? #HomerLive",15/05/2016 23:30,joy,neutral
Congrats @Jamala and Ukraine 🇺🇦 for the #Eurovision win! https://t.co/WX0r07rkVD,15/05/2016 00:02,joy,positive
"Celebrating the Cosmos -- Happy  #AstronomyDay ✨ https://t.co/dvj2Y3dwYz https://t.co/Ft4zGf7dpJ",14/05/2016 20:24,joy,positive
"It's #Fridaythe13th 👻 What's scaring you the most today?",13/05/2016 19:11,fear,neutral
"Fall into the #TrustFallChallenge — who would you trust to catch you? https://t.co/D1WiCuG3ub",12/05/2016 21:30,joy,positive
"Remix and repeat on @Vine with this week's #SongCollab channel featuring @LeslieWai. 🎤 https://t.co/V21NVIZbQe https://t.co/PlMiG87i5t",12/05/2016 18:55,joy,positive
"No monkeying around, @jonnysun — there's a lot riding on the results of this Twitter poll. ⬇️ https://t.co/oBcia2XZl5",12/05/2016 00:55,joy,neutral
"When words aren't enough, add some 💪 to your Tweet with emojis. #TwitterTips https://t.co/UOim8Mm4hW",11/05/2016 19:20,joy,positive
"Thanks to @NASA, our #TravelTuesday bucket list just got a little longer. 🚀 https://t.co/lklwi0ZQBb",10/05/2016 22:00,joy,positive
"Not just back, but #BackToBack. It's unanimous @StephenCurry30 — congratulations, MVP! 🏆 https://t.co/XHUHLQtKPv https://t.co/6CxkyruQ7N",10/05/2016 17:50,joy,positive
Mercury is on the move! Join the planet's rare journey across the 🌞 — no SPF required. #MercuryTransit https://t.co/g0gIUZn9p0,09/05/2016 19:55,joy,positive
"We love Moms — and based on your Tweets, you do too! Let her hear it! #HappyMothersDay https://t.co/oYly1ESkNH",08/05/2016 14:55,joy,positive
"Our heart gallops for your Tweet-powered #KentuckyDerby brooch, @JohnnyGWeir. #WatchMeNeighNeigh https://t.co/WR8THJO5VB",07/05/2016 20:30,joy,positive
"New to Twitter? Check out @WIRED's guide for helpful #TwitterTips. 👇 https://t.co/LjD8qtYURj",07/05/2016 19:00,joy,positive
"That's easy, @hallithbates. Lazy coffee river for breakfast, salsa surfing for lunch, and then a sensible dinner. https://t.co/B4zavcaE0O",06/05/2016 20:30,joy,neutral
"Tried the Connect tab yet? Tap, find and follow the best accounts just for you. 👇 https://t.co/kdyf21MfQ8",06/05/2016 15:25,joy,positive
Tomorrow we give back to our communities around the 🌎 for #FridayForGood — follow along with @twitterforgood! https://t.co/W7tRzcFT9V,05/05/2016 19:20,joy,positive
"I got a bad feeling about this. #MayThe4thBeWithYou https://t.co/Flusw0aDjQ https://t.co/smvyOhwsQA",04/05/2016 19:07,fear,neutral
"Mixed just for you, tune in to the best of Twitter with Highlights on Android. #TwitterTips https://t.co/mHRoYWaY6f",04/05/2016 16:15,joy,positive
"Teachers are heroes. 💪 Thank you today and every day! 👏 #TeacherAppreciationDay https://t.co/gwWxWqTkOs",03/05/2016 21:55,joy,positive
"Catch up on the tech-inspired, show-stopping looks at last night's #MetGala. https://t.co/uUrfFBIavi",03/05/2016 19:06,joy,positive
"Find the best people to follow. With the new Connect tab, there's no place like home: https://t.co/gWTtAmgizw https://t.co/mu8pXlKPF0",03/05/2016 14:39,joy,positive
"With less than 100 days until the 2016 Olympics, join the #OlympicFlame on the #RoadToRio with new Twitter emojis! https://t.co/Y7n0OgdazT",02/05/2016 23:10,joy,positive
Thanks for sharing your #BecauseOfTwitter stories! 💙 https://t.co/nQ1C1JD24k,02/05/2016 19:00,joy,positive
"Keeping it 💯 at 100! #MondayMotivation https://t.co/nbxJ33jITv",02/05/2016 16:45,joy,positive
#WorthMoreAlive — the story behind today's protest of the ivory trade in Kenya 🇰🇪 https://t.co/b04BFDkqsd,30/04/2016 17:55,anger,negative
"Pucker up 💋 https://t.co/B8rU9ISwjE",29/04/2016 21:45,joy,neutral
"Dance like nobody's watching — show us your #InternationalDanceDay moves! 💃 https://t.co/ob0yXmrAaY",29/04/2016 16:50,joy,positive
"Take some laps with the #RunningManChallenge on @Vine 🏃 https://t.co/fGPCnxM1h9 https://t.co/Pgp7mmRfiJ",28/04/2016 22:30,joy,positive
"If you could pick a super power, what would it be? #NationalSuperheroDay 💪",28/04/2016 20:55,joy,neutral
"Loving the #VIEWS, @TheYoungAstros: https://t.co/Y17pBAH0kG https://t.co/ZoWEvoQyLj",28/04/2016 17:45,joy,positive
"Create, collab, and chill with this week's @Vine #SongCollab featuring @WillGittens 🎸 https://t.co/DzTChPWayg https://t.co/4Row08VcKR",28/04/2016 00:50,joy,positive
"The best stories on Twitter, all at your fingertips with Moments. #TwitterTips ⚡️ Go now: https://t.co/pqTAFZTMpx https://t.co/HEwgD2KDKV",27/04/2016 20:30,joy,positive
"Science says your dog hates hugs, but what do you say? 🐶 https://t.co/d6nlx29dsv",27/04/2016 18:50,joy,neutral
"We'll watch clouds from space with @astro_timpeake any day. ☁️ https://t.co/lkAjDome4h",26/04/2016 17:00,joy,positive
🇮🇩 Join @TwitterID in welcoming three iconic Indonesian landmarks to Twitter! https://t.co/vm9DmlwExd,25/04/2016 23:30,joy,positive
"More like hang 💯 https://t.co/1k6sAC1BoR",25/04/2016 19:30,joy,neutral
"Twitter is committed to keeping our community safe. Today, we've improved the ability to report abuse to us. https://t.co/u8CJ6EOOwr",25/04/2016 16:50,anger,neutral
Play your part! Mark the 400th anniversary of the Bard of Avon's death with a soliloquy in Tweets. #Shakespeare400 https://t.co/21pTpYZCv4,23/04/2016 17:05,joy,positive
"17K Tweets, 600 days, one classic story. ¡Gracias @dbuendiab for sharing Don Quixote on Twitter! #Cervantes400 🇪🇸 https://t.co/wTY1nATGLg",22/04/2016 19:30,joy,positive
"Celebrate our beautiful 🌍 #EarthDay https://t.co/QlVjhTbRgu https://t.co/2BWYMPOHpG",22/04/2016 17:15,joy,positive
"Lit today in Greece, follow the global journey of the @OlympicFlame on the #RoadtoRio 🔥 https://t.co/eotUKPoahP https://t.co/YKL4Awd8P2",21/04/2016 20:25,joy,positive
"Remembering @Prince — stars, friends and fans from around the world Tweet their tributes to the legendary artist. https://t.co/w8qz2GNkUA",21/04/2016 17:50,sadness,neutral
"What's your favorite new addition to the @MerriamWebster dictionary? 📖 https://t.co/D7oD92LIs7",20/04/2016 22:20,joy,neutral
"Your fans sure are #OBSESSED, @DanAndShay — thanks for the video! https://t.co/VUteahPdTu",20/04/2016 20:50,joy,positive
"Share your front-row view and see life in real time with video on Twitter. #TwitterTips 👀 today's best on @video. https://t.co/0jUt77j4aJ",20/04/2016 18:15,joy,positive
"This #TravelTuesday, soak in the sun and sights of Bali 🌴 https://t.co/a5CT47rLVq https://t.co/MzlqlVOkUw",19/04/2016 21:35,joy,positive
Celebrate National Park Week and #FindYourPark with Tweets from participating US parks: https://t.co/mNwR4CmhqE https://t.co/cKCIWaO6cO,19/04/2016 17:40,joy,positive
"👶 or 🍞 ? https://t.co/Mi0J3fOPWi",15/04/2016 20:50,joy,neutral
"Try it out — send this Tweet privately. ✅ Tap the Message button ✅ Pick a pal (or a few) ✅ Weekend plans, done! https://t.co/nzzfjCJwFH",15/04/2016 17:18,joy,positive
The new Message button on iOS and Android makes it easier to send Tweets privately — here's how it works 👇 https://t.co/UXwoRA7Pl6,15/04/2016 17:14,joy,positive
"Why did #InkyTheOctopus leave his tank at the aquarium? 🐙 https://t.co/xdHLZskax3",14/04/2016 18:30,joy,neutral
"From helpful to hilarious, explore the automated world of Twitter bots 🤖 https://t.co/ldPZPSHvw5",13/04/2016 21:05,joy,neutral
"Group Direct Messages keep those who need to know, in the know. Party with #TwitterTips 🎉 https://t.co/JMBg3mMb7k https://t.co/wF6bJhm9yM",13/04/2016 16:30,joy,positive
"For #TravelTuesday 🏔 views and 🐬 visits, coast to Kaikoura, New Zealand. https://t.co/cEtNchNmzF",12/04/2016 19:10,joy,positive
"Hear that? Turn up the volume for @Stereogum's favorite new music, powered by @SoundCloud 🎧 https://t.co/JVtZHMyZ4A",12/04/2016 13:25,joy,positive
"Best friends come in many sizes #NationalPetDay 🐶 https://t.co/Mryb3vJWPS https://t.co/A2D6cnGCOu",11/04/2016 17:55,joy,positive
Spring through Saturday with cherry blossom videos from around Japan 🌸 https://t.co/2QZWILEtzG,09/04/2016 17:15,joy,positive
"From liftoff to landing, see how @SpaceX kicked off a very special delivery 🚀 https://t.co/3uqwKPzNFy",08/04/2016 22:00,joy,positive
"Calling all cricket fans! Ahead of #IPL, relive how the @ICC #WT20 played out on Twitter: https://t.co/HfGoecMwtS https://t.co/IUju0RzqYO",08/04/2016 06:15,joy,positive
"Stop, collaborate, and listen — jam out to this week's @Vine #SongCollab with @witified 🎼 https://t.co/2jv7wNKsK7 https://t.co/gIHzl7kr1g",07/04/2016 22:00,joy,positive
How would your Tweets look in watercolor? 🎨 https://t.co/M0QxKBfM3A,07/04/2016 19:00,joy,positive
"We start, you finish with a friend. Fill in the blank when you send this privately with the new Message button. https://t.co/iYXa6zqYGV",06/04/2016 18:45,joy,neutral
"Hear it first. Get notifications when your favorite accounts Tweet. #TwitterTips Learn how: https://t.co/cARY5wt2VT https://t.co/W3ezNsLDnf",06/04/2016 16:30,joy,positive
Explore highlights from #MuseumWeek's global celebration of art and culture with @TwitterFrance 🇫🇷 https://t.co/RY6M6naVw8,05/04/2016 19:15,joy,positive
The new Message button makes it even easier to send Tweets privately to friends: https://t.co/S3LMsTqW9l https://t.co/HEdCxSn9RA,05/04/2016 16:32,joy,positive
Follow every play of the #NationalChampionship as @NovaMBB and @UNC_Basketball take the court. #MarchMadness https://t.co/3F9I27QX3V,05/04/2016 00:55,joy,positive
"On #AprilFools Day, are you ...",01/04/2016 17:00,joy,neutral
"Put a twist on your next Tweet — add a GIF for some extra flair. Want more #TwitterTips? https://t.co/JMBg3mMb7k https://t.co/PspfOmdjhq",30/03/2016 16:55,joy,positive
"Brace yourself, #TravelTuesday has come to Dubrovnik. https://t.co/xlvTRhSjU5",29/03/2016 19:15,joy,positive
"Starting today, anyone can make Tweets with images accessible to the visually impaired: https://t.co/mAnehClSNR https://t.co/bmCuMVWJrR",29/03/2016 14:55,joy,positive
"To kick off #MuseumWeek, discover museums' most well-kept secrets: https://t.co/I0IyK5xC7m https://t.co/WMudOa5BWk",28/03/2016 22:15,joy,positive
"#MuseumWeek is back! Join 3,000+ cultural institutions for a celebration of art and culture: https://t.co/NWfTAFieOL https://t.co/B3ziwM3kJ0",27/03/2016 21:00,joy,positive
What would you try in zero gravity? 🚀 https://t.co/4QWs39xeaU,25/03/2016 19:00,joy,neutral
"Cherry blossoms are blooming on Twitter (and in Washington, DC!) 🌸 https://t.co/VaVCNcCDcw",24/03/2016 23:45,joy,positive
"PUPPIES! 🐶 #NationalPuppyDay https://t.co/G5Zm4v9ulK https://t.co/bTgUwViJF8",23/03/2016 20:25,joy,positive
"When you see ⏪👆⏩ on a GIF, control time — frame by frame. Give these ScratchReels a scrub: https://t.co/zS4NL4sZIr https://t.co/xTrJEzeVvD",23/03/2016 18:35,joy,positive
"On our 10th birthday we thank you for making history, driving change, lifting each other up, and laughing together every day. #LoveTwitter",22/03/2016 00:00,joy,positive
"Your Tweets help us to #StayMelo. Thanks for being here, @carmeloanthony! #LoveTwitter https://t.co/GxjaPtNKB5",21/03/2016 23:50,joy,positive
@PersonalChefLPD Our love doesn't end at email. #LoveTwitter https://t.co/V41EUhCA0H,21/03/2016 23:45,joy,positive
@SenatorReid Thanks for using Twitter to bring people closer to what's happening on the Senate floor. #LoveTwitter https://t.co/ot4Z6PCEen,21/03/2016 23:27,joy,positive
"@Nadeshot, thanks for inspiring us with your Tweets. High five! #LoveTwitter https://t.co/WNHvuSFHTj",21/03/2016 23:15,joy,positive
"@JordanSpieth, thanks for Tweeting with us! We can't wait to see what more 2016 holds. #LoveTwitter https://t.co/CYRfwu6U1i",21/03/2016 23:12,joy,positive
@blaksnar Breaking news: we agree! #LoveTwitter https://t.co/VSArqAKL2W,21/03/2016 23:10,joy,positive
"Thanks for Tweeting those three little words, @FaZe_Rain. #LoveTwitter https://t.co/g11ADEf3oY",21/03/2016 23:05,joy,positive
@thatmotababe We're just getting started! #LoveTwitter https://t.co/RtZHjqH0WK,21/03/2016 23:04,joy,positive
@simonpjbest Thanks! We're so glad you're here. #Cats #LoveTwitter https://t.co/OA0ZfaCnYd,21/03/2016 23:03,joy,positive
"@ProSyndicate, thank you for owl-ways being on Twitter! #LoveTwitter https://t.co/BjAsJiCM7V",21/03/2016 23:00,joy,positive
@slaylizabeth_18 Your thank-you goat is in the mail #LoveTwitter https://t.co/FeBx85HVaT,21/03/2016 22:57,joy,positive
@drewhockridge #LoveTwitter https://t.co/MWi5d6gtSa,21/03/2016 22:49,joy,positive
@oxguin Haven't we all? #LoveTwitter,21/03/2016 22:47,joy,neutral
"@HIDEO_KOJIMA_EN, thank you! Here's to new beginnings, Kojima-san. #LoveTwitter https://t.co/GOlq50G2VU",21/03/2016 22:45,joy,positive
@twopurplebeans We love confetti too! It looks great on you. #LoveTwitter https://t.co/7t1R95tyE9,21/03/2016 22:44,joy,positive
"Here's to breaking the internet, @KimKardashian. #LoveTwitter https://t.co/szHkYdZtl5",21/03/2016 22:38,joy,positive
@HeyIceCreamMan How's this?!?!? #LoveTwitter https://t.co/EBEWXmR6vz,21/03/2016 22:34,joy,positive
@ElaneDz Your wait is over! #LoveTwitter https://t.co/zj1tklByw5,21/03/2016 22:31,joy,positive
"Thanks, @RWitherspoon for reminding us all to take time to reflect and enjoy life. #LoveTwitter https://t.co/FTh43TNIbW",21/03/2016 22:31,joy,positive
@steveaoki We're ready for that confetti hurricane! #LoveTwitter https://t.co/iG8JOalIm3,21/03/2016 22:27,joy,positive
"@NoufAlsharyan You're making us blush 😊 #LoveTwitter https://t.co/6GsJpuVuL8",21/03/2016 22:24,joy,positive
"@ChrisYandle #LoveTwitter https://t.co/Donfm4G0DK",21/03/2016 22:21,joy,positive
"@LaneyaBree Going to be a great journey now that you're here #LoveTwitter https://t.co/5OAeRJA63m",21/03/2016 22:18,joy,positive
"Thank you, @juddapatow for being a voice of both truth and humor. #LoveTwitter https://t.co/sCjrcTYqEU",21/03/2016 22:15,joy,positive
"@NevilleMorley We agree Neville, let's make history together #LoveTwitter https://t.co/tgQruA4pD8",21/03/2016 22:14,joy,positive
"Thanks for Tweeting @TheNotoriousMMA! Keep crushing it in the octagon and in 140 characters. #LoveTwitter https://t.co/jH0Xkr97Az",21/03/2016 22:10,joy,positive
"@SyncCindy Welcome to the flock! We'll save some cake for you. #LoveTwitter https://t.co/Fz9v5n3vEn",21/03/2016 22:08,joy,positive
"@darrenrovell, thanks for the love (and Tweets) all these years! #LoveTwitter https://t.co/TCcHjwDnth",21/03/2016 22:05,joy,positive
"@markiplier, thank you for bringing your on point hair game to Twitter. #LoveTwitter  https://t.co/XMVP5BLkwL",21/03/2016 22:01,joy,positive
"@JimmieJohnson, glad to have your voice on Twitter and your skills on the track! 🏁 #LoveTwitter https://t.co/MjTfNpjLwi",21/03/2016 21:40,joy,positive
"Thank you, @selenagomez (and the #Selenators!) for not keeping your Tweets ""to yourself."" #LoveTwitter  https://t.co/sdcu3dVsBl",21/03/2016 21:30,joy,positive
"@dipyourtoesin Balloons for us? Well, right back at ya! #LoveTwitter https://t.co/W5SAavP7B3",21/03/2016 21:17,joy,positive
"Thank you, @KevinHart4real for making us laugh and inspiring us with your hustle. #LoveTwitter https://t.co/RRBCwy86wx",21/03/2016 21:15,joy,positive
"@DaleJr, Twitter is better with friends. Thanks for spreading the word! 🏁 #LoveTwitter  https://t.co/d80gk769xd",21/03/2016 21:10,joy,positive
"@Manoj_Chandra11 Here's to ten more. At least. #LoveTwitter https://t.co/Z2dMZKtvU9",21/03/2016 21:08,joy,positive
"@ChrisEvans, thanks for channeling your sports rivalry into a good cause and taking us along with you! #LoveTwitter https://t.co/wmZZ9JCGkf",21/03/2016 21:05,joy,positive
"@SarahJumaa Welcome home, so glad you're here #LoveTwitter https://t.co/hwS3Otlrpp",21/03/2016 21:03,joy,positive
"@RikuPlaysGames Keep leveling up, Riku! #LoveTwitter https://t.co/EuvrGmYqpM",21/03/2016 21:01,joy,positive
"Your Tweets are out of this world, @StationCDRKelly! Thank for you sharing your #YearInSpace with us. #LoveTwitter https://t.co/dBdTpqbJD5",21/03/2016 21:00,joy,positive
